CustomerID,CustomerName,Gender,Age,City,JoinDate,PlanType,MonthlyCharges,TotalCharges,TenureMonths,InternetService,ContractType,PaymentMethod,SupportTickets,ChurnStatus,,Blank check
C102210,Priya Roy,Female,69,Bangalore,26-10-2025,Prepaid,1501.82,51061.88,34,Fiber,Monthly,Card,3,Yes,,FALSE
C102211,Amit Ghosh,Male,22,Bangalore,12-02-2025,Prepaid,1364.26,46384.84,34,None,2 Year,Card,5,No,,FALSE
C102212,Rohit Singh,Female,43,Delhi,25-12-2025,Prepaid,1066.56,43728.96,41,DSL,1 Year,Bank Transfer,4,No,,FALSE
C102213,Vikram Ghosh,Male,22,Mumbai,15-07-2025,Postpaid,1184.31,17764.65,15,DSL,2 Year,UPI,10,No,,FALSE
C102214,Vikram Das,Male,27,Bangalore,08-08-2025,Postpaid,649.33,5194.64,8,Fiber,2 Year,Bank Transfer,7,Yes,,FALSE
C102215,Amit Sharma,Male,34,Delhi,05-12-2025,Prepaid,1439.29,70525.21,49,DSL,Monthly,Bank Transfer,4,Yes,,FALSE
C102216,Riya Roy,Male,75,,06-01-2025,Prepaid,488.2,6346.6,13,Fiber,2 Year,Cash,12,No,,FALSE
C102217,Rahul Paul,Male,36,Bangalore,05-12-2025,Postpaid,1842.49,110549.4,60,None,Monthly,Card,12,No,,FALSE
C102218,Ananya Sharma,Female,42,Bangalore,01-12-2025,Postpaid,1557.79,29598.01,19,Fiber,2 Year,Cash,2,Yes,,FALSE
C102219,Vikram Dey,Female,49,Chennai,26-01-2025,Postpaid,370.05,7030.95,19,Fiber,2 Year,Cash,9,Yes,,FALSE
C102220,Amit Kapoor,Female,20,Hyderabad,18-06-2025,Postpaid,1805.28,52353.12,29,5G,2 Year,Cash,7,No,,FALSE
C102221,Ananya Sen,Male,24,,09-05-2025,Prepaid,981.17,10792.87,11,None,2 Year,UPI,3,No,,FALSE
C102222,Priya Paul,Female,26,Hyderabad,28-01-2025,Prepaid,1683.4,74069.6,44,Fiber,2 Year,Bank Transfer,8,Yes,,FALSE
C102223,Amit Paul,Female,30,Bangalore,06-01-2025,Postpaid,1987.9,101382.9,51,5G,Monthly,UPI,5,Yes,,FALSE
C102224,Sourav Roy,Female,22,Mumbai,25-07-2025,Prepaid,1382.95,44254.4,32,DSL,Monthly,UPI,6,Yes,,FALSE
C102225,Rohit Dey,Male,53,Mumbai,05-11-2025,Prepaid,1073.34,70840.44,66,DSL,1 Year,,12,No,,FALSE
C102226,Ananya Gupta,Male,30,Delhi,13-02-2025,Postpaid,306.24,3368.64,11,5G,1 Year,Bank Transfer,6,Yes,,FALSE
C102227,Amit Das,Female,67,Kolkata,15-02-2025,Prepaid,506.6,22797,45,DSL,Monthly,UPI,9,No,,FALSE
C102228,Neha Gupta,Male,41,Mumbai,23-06-2025,Postpaid,1916.57,126493.62,66,Fiber,1 Year,Cash,1,No,,FALSE
C102229,Ananya Kapoor,Female,62,Kolkata,21-10-2025,Postpaid,625.82,2503.28,4,Fiber,Monthly,Bank Transfer,11,No,,FALSE
C102230,Sourav Singh,Male,18,Hyderabad,20-11-2025,Postpaid,457.48,19671.64,43,DSL,Monthly,Cash,6,No,,FALSE
C102231,Sourav Gupta,Female,25,Hyderabad,12-08-2025,Prepaid,1070.03,77042.16,72,Fiber,1 Year,Bank Transfer,3,No,,FALSE
C102232,Sneha Das,Female,38,Mumbai,23-01-2025,Prepaid,1448.75,85476.25,59,DSL,Monthly,Bank Transfer,9,No,,FALSE
C102233,Riya Singh,Female,65,Kolkata,01-01-2025,Postpaid,865.66,50208.28,58,5G,2 Year,UPI,9,No,,FALSE
C102234,Sneha Das,Male,62,Delhi,18-07-2025,Prepaid,1532.12,87330.84,57,5G,1 Year,Card,7,Yes,,FALSE
C102235,Rohit Gupta,Female,47,Kolkata,23-02-2025,Prepaid,1688.97,79381.59,47,Fiber,1 Year,Cash,6,No,,FALSE
C102236,Ananya Kapoor,Female,74,Bangalore,18-03-2025,Postpaid,914.5,53041,58,DSL,Monthly,Cash,,Yes,,FALSE
C102237,Rahul Sen,Male,36,Chennai,17-09-2025,Postpaid,873.35,56767.75,65,None,2 Year,Bank Transfer,11,No,,FALSE
C102238,Neha Paul,Male,18,Hyderabad,28-07-2025,Prepaid,943.23,52820.88,56,DSL,2 Year,Card,6,No,,FALSE
C102239,Riya Gupta,Female,20,Bangalore,21-01-2025,Prepaid,1800.36,102620.52,57,None,Monthly,Cash,3,No,,FALSE
C102240,Riya Das,Male,47,Kolkata,13-08-2025,Prepaid,1793.88,43053.12,24,5G,Monthly,Card,8,No,,FALSE
C102241,Rahul Kapoor,Male,29,Delhi,14-04-2025,Prepaid,1422.17,34132.08,24,DSL,Monthly,Card,0,Yes,,FALSE
C102242,Sourav Sharma,Female,31,Hyderabad,15-01-2025,Postpaid,727.79,21833.7,30,5G,2 Year,Card,10,Yes,,FALSE
C102243,Sneha Ghosh,Female,43,Chennai,20-07-2025,Postpaid,1411.42,63513.9,45,DSL,2 Year,Bank Transfer,,Yes,,FALSE
C102244,Rahul Sharma,Female,50,Delhi,10-05-2025,Postpaid,711.15,31290.6,44,5G,2 Year,Cash,12,No,,FALSE
C102245,Neha Dey,Male,33,Delhi,27-03-2025,Postpaid,496.96,6957.44,14,5G,1 Year,Card,8,Yes,,FALSE
C102246,Sourav Singh,Male,38,Delhi,20-06-2025,Prepaid,1955.53,62576.96,32,None,2 Year,Cash,8,No,,FALSE
C102247,Amit Sharma,Male,52,Hyderabad,30-10-2025,Prepaid,345.6,17625.6,51,DSL,Monthly,Card,1,No,,FALSE
C102248,Ananya Dey,Female,20,Bangalore,17-04-2025,Prepaid,1355.43,16265.16,12,None,2 Year,Cash,2,No,,FALSE
C102249,Amit Singh,Female,30,Bangalore,30-03-2025,Prepaid,726.72,7267.2,10,None,2 Year,Cash,4,No,,FALSE
C102250,Sneha Roy,Male,25,Bangalore,03-01-2025,Prepaid,313.18,17224.9,55,5G,Monthly,UPI,2,No,,FALSE
C102251,Amit Sharma,Male,37,Hyderabad,23-03-2025,Prepaid,1463.12,64377.28,44,Fiber,2 Year,Cash,5,No,,FALSE
C102252,Rohit Dey,Female,41,Chennai,12-03-2025,Prepaid,412.6,14441,35,Fiber,1 Year,Cash,6,Yes,,FALSE
C102253,Rahul Das,Female,73,Mumbai,27-07-2025,Postpaid,842.21,50532.6,60,5G,1 Year,Card,0,Yes,,FALSE
C102254,Vikram Ghosh,Female,73,Hyderabad,05-10-2025,Prepaid,393.18,20052.18,51,DSL,Monthly,Bank Transfer,8,No,,FALSE
C102255,Sneha Kapoor,Male,27,Bangalore,26-01-2025,Prepaid,1469.95,45568.45,31,5G,1 Year,Cash,9,Yes,,FALSE
C102256,Priya Singh,Female,32,Chennai,27-12-2025,Prepaid,981.27,17662.86,18,None,Monthly,UPI,5,Yes,,FALSE
C102257,Riya Paul,Female,64,Hyderabad,09-03-2025,Prepaid,1260.34,17644.76,14,DSL,1 Year,UPI,9,Yes,,FALSE
C102258,Amit Dey,Female,20,Mumbai,02-05-2025,Prepaid,1741.26,27860.16,16,DSL,2 Year,Cash,0,No,,FALSE
C102259,Neha Ghosh,Male,54,Chennai,22-02-2025,Postpaid,1580.72,41098.72,26,5G,1 Year,UPI,1,No,,FALSE
C102260,Riya Das,Female,71,Chennai,26-03-2025,Prepaid,1662.52,46550.56,28,None,1 Year,Cash,4,Yes,,FALSE
C102261,Rohit Dey,Female,68,Mumbai,26-10-2025,Postpaid,1854.06,74162.4,40,DSL,1 Year,Card,5,Yes,,FALSE
C102262,Priya Roy,Female,51,Hyderabad,22-10-2025,Postpaid,703.15,49220.5,70,None,Monthly,Cash,11,No,,FALSE
C102263,Rohit Singh,Male,48,Hyderabad,06-06-2025,Prepaid,1798.18,39559.96,22,5G,1 Year,Cash,8,No,,FALSE
C102264,Priya Ghosh,Female,28,Hyderabad,07-06-2025,Prepaid,914.24,44797.76,49,Fiber,Monthly,UPI,12,Yes,,FALSE
C102265,Rohit Roy,Female,35,Bangalore,25-10-2025,Postpaid,1399.37,96556.53,69,Fiber,2 Year,UPI,11,Yes,,FALSE
C102266,Priya Kapoor,Female,54,Bangalore,27-04-2025,Postpaid,315.12,11659.44,37,None,Monthly,Bank Transfer,2,No,,FALSE
C102267,Rohit Paul,Male,42,Kolkata,24-04-2025,Postpaid,513.01,9234.18,18,DSL,Monthly,UPI,11,No,,FALSE
C102268,Ananya Roy,Female,71,Mumbai,25-02-2025,Prepaid,1850.03,14800.24,8,None,Monthly,Card,6,No,,FALSE
C102269,Ananya Kapoor,Male,22,Kolkata,21-11-2025,Prepaid,1134.28,38565.52,34,5G,Monthly,Card,3,No,,FALSE
C102270,Rohit Gupta,Female,57,Mumbai,22-03-2025,Prepaid,1973.59,134204.12,68,5G,2 Year,Cash,10,No,,FALSE
C102271,Priya Ghosh,Male,62,Chennai,11-01-2025,Prepaid,,101542.36,62,DSL,1 Year,Card,11,No,,FALSE
C102272,Rahul Sharma,Male,47,Mumbai,06-11-2025,Prepaid,983.56,30490.36,31,Fiber,2 Year,UPI,6,No,,FALSE
C102273,Rohit Singh,Male,71,Bangalore,15-09-2025,Postpaid,990.18,58420.62,59,DSL,2 Year,,5,No,,FALSE
C102274,Rohit Roy,Male,60,Kolkata,25-07-2025,Postpaid,1513.48,10594.36,7,DSL,2 Year,UPI,11,No,,FALSE
C102275,Rohit Paul,Male,46,Chennai,11-04-2025,Postpaid,1678.42,78885.74,47,DSL,2 Year,Cash,9,Yes,,FALSE
C102276,Neha Roy,Female,35,Mumbai,20-09-2025,Postpaid,1750.24,71759.84,41,DSL,1 Year,Cash,3,Yes,,FALSE
C102277,Sneha Sen,Male,70,Bangalore,30-04-2025,Postpaid,466.63,30797.58,66,5G,Monthly,Card,0,Yes,,FALSE
C102278,Amit Roy,Female,32,Bangalore,10-05-2025,Prepaid,826.38,45450.9,55,5G,Monthly,Cash,2,Yes,,FALSE
C102279,Ananya Das,Female,33,Kolkata,06-03-2025,Prepaid,888.63,26658.9,30,DSL,1 Year,UPI,0,No,,FALSE
C102280,Ananya Ghosh,Female,63,Kolkata,28-10-2025,Postpaid,920.58,11046.96,12,Fiber,1 Year,Card,2,No,,FALSE
C102281,Priya Paul,Male,39,,10-07-2025,Prepaid,818.43,41739.93,51,DSL,1 Year,Card,8,Yes,,FALSE
C102282,Priya Sen,Female,49,Kolkata,28-06-2025,Prepaid,427.13,28617.71,67,5G,2 Year,Bank Transfer,12,Yes,,FALSE
C102283,Riya Ghosh,Female,57,Bangalore,04-03-2025,Postpaid,486.13,29653.93,61,None,Monthly,Card,8,Yes,,FALSE
C102284,Sourav Das,Female,35,Mumbai,08-02-2025,Postpaid,717.25,38014.25,53,None,Monthly,Bank Transfer,2,Yes,,FALSE
C102285,Priya Ghosh,Male,73,Delhi,20-03-2025,Prepaid,1077.94,1077.94,1,5G,2 Year,Cash,8,No,,FALSE
C102286,Riya Das,Female,60,Mumbai,18-12-2025,Prepaid,1311.6,70826.4,54,None,Monthly,UPI,11,Yes,,FALSE
C102287,Rohit Kapoor,Male,24,Kolkata,21-04-2025,Prepaid,432.7,2596.2,6,None,2 Year,UPI,8,Yes,,FALSE
C102288,Sourav Das,Female,20,Mumbai,12-10-2025,Prepaid,1657.72,59677.92,36,None,2 Year,Cash,11,No,,FALSE
C102289,Ananya Kapoor,Male,23,Delhi,18-11-2025,Prepaid,1688.41,114811.88,68,None,1 Year,Cash,12,Yes,,FALSE
C102290,Rahul Sharma,Female,42,Mumbai,07-09-2025,Prepaid,598.37,37098.94,62,Fiber,2 Year,UPI,10,No,,FALSE
C102291,Riya Sen,Female,46,Bangalore,25-05-2025,Prepaid,1373.87,27477.4,20,None,2 Year,Card,11,Yes,,FALSE
C102292,Sourav Paul,Female,52,Chennai,03-11-2025,Postpaid,383.52,11122.08,29,Fiber,2 Year,Bank Transfer,5,No,,FALSE
C102293,Riya Das,Female,56,Bangalore,04-09-2025,Postpaid,646.51,45902.21,71,Fiber,1 Year,Cash,8,No,,FALSE
C102294,Vikram Ghosh,Female,46,Kolkata,13-02-2025,Postpaid,415.24,19931.52,48,5G,1 Year,Cash,0,No,,FALSE
C102295,Sneha Singh,Male,60,Kolkata,15-09-2025,Prepaid,1694.75,79653.25,47,None,Monthly,,0,Yes,,FALSE
C102296,Ananya Kapoor,Female,26,Mumbai,03-05-2025,Postpaid,1198.74,53943.3,45,None,1 Year,Card,0,Yes,,FALSE
C102297,Vikram Gupta,Male,24,Chennai,24-03-2025,Postpaid,1140.72,55895.28,49,Fiber,1 Year,Bank Transfer,8,No,,FALSE
C102298,Priya Roy,Female,61,Hyderabad,30-01-2025,Prepaid,320.45,6409,20,5G,1 Year,Bank Transfer,5,Yes,,FALSE
C102299,Rohit Paul,Male,60,Chennai,19-01-2025,Prepaid,1993.54,15948.32,8,None,1 Year,Cash,3,No,,FALSE
C102300,Sourav Sen,Male,26,Mumbai,25-05-2025,Prepaid,940.76,37630.4,40,DSL,2 Year,UPI,0,Yes,,FALSE
C102301,Ananya Roy,Female,55,Chennai,26-04-2025,Prepaid,793.78,8731.58,11,None,2 Year,Bank Transfer,1,No,,FALSE
C102302,Rohit Kapoor,Female,54,Mumbai,20-09-2025,Postpaid,,44146.88,53,DSL,1 Year,,8,No,,FALSE
C102303,Riya Ghosh,Female,28,Kolkata,03-01-2025,Prepaid,871.6,16560.4,19,DSL,Monthly,UPI,2,Yes,,FALSE
C102304,Sourav Gupta,Female,75,Kolkata,05-04-2025,Postpaid,,13513.14,37,Fiber,2 Year,Bank Transfer,8,Yes,,FALSE
C102305,Vikram Roy,Male,70,Delhi,05-02-2025,Postpaid,472.89,16078.26,34,None,1 Year,UPI,11,Yes,,FALSE
C102306,Amit Gupta,Female,72,Delhi,06-09-2025,Prepaid,668.77,16050.48,24,None,Monthly,Cash,1,No,,FALSE
C102307,Ananya Dey,Female,26,Delhi,05-06-2025,Prepaid,963.54,58775.94,61,Fiber,Monthly,Card,12,No,,FALSE
C102308,Vikram Dey,Female,62,Mumbai,06-02-2025,Prepaid,552.6,39787.2,72,None,Monthly,Cash,1,No,,FALSE
C102309,Priya Das,Male,41,Hyderabad,20-03-2025,Postpaid,683.82,4102.92,6,None,2 Year,UPI,4,Yes,,FALSE
C102310,Sourav Sharma,Female,56,Kolkata,13-01-2025,Postpaid,1437.21,45990.72,32,None,Monthly,UPI,1,Yes,,FALSE
C102311,Sourav Paul,Male,64,Delhi,06-09-2025,Postpaid,1738.9,71294.9,41,DSL,1 Year,UPI,0,Yes,,FALSE
C102312,Sneha Das,Male,34,Kolkata,15-10-2025,Prepaid,776.54,8541.94,11,5G,Monthly,Bank Transfer,1,Yes,,FALSE
C102313,Riya Paul,Male,28,Delhi,09-06-2025,Postpaid,1380.51,56600.91,41,Fiber,2 Year,Bank Transfer,6,Yes,,FALSE
C102314,Sourav Gupta,Male,54,Delhi,05-12-2025,Postpaid,1646.05,59257.8,36,DSL,Monthly,UPI,3,Yes,,FALSE
C102315,Sourav Singh,Female,34,Bangalore,06-03-2025,Prepaid,1595.98,73415.08,46,None,1 Year,Cash,9,No,,FALSE
C102316,Rohit Sharma,Male,68,Mumbai,19-08-2025,Postpaid,1072.49,7507.43,7,5G,2 Year,Cash,0,Yes,,FALSE
C102317,Sourav Paul,Female,33,Kolkata,06-04-2025,Postpaid,1502.63,21036.82,14,5G,Monthly,UPI,6,Yes,,FALSE
C102318,Riya Ghosh,Male,32,Kolkata,26-12-2025,Prepaid,1024.27,22533.94,22,5G,1 Year,Cash,3,Yes,,FALSE
C102319,Vikram Paul,Female,61,Hyderabad,20-06-2025,Postpaid,437.06,2185.3,5,None,Monthly,Card,5,Yes,,FALSE
C102320,Rohit Sharma,Male,43,Delhi,14-08-2025,Postpaid,959.45,4797.25,5,None,1 Year,Bank Transfer,8,No,,FALSE
C102321,Vikram Singh,Male,67,Bangalore,07-01-2025,Prepaid,1303.6,87341.2,67,None,Monthly,UPI,0,No,,FALSE
C102322,Priya Gupta,Female,69,Mumbai,01-12-2025,Postpaid,305.68,18340.8,60,5G,2 Year,Bank Transfer,9,Yes,,FALSE
C102323,Rahul Gupta,Male,69,Kolkata,07-02-2025,Postpaid,1685.98,43835.48,26,Fiber,2 Year,Cash,,Yes,,FALSE
C102324,Priya Singh,Female,35,,14-02-2025,Postpaid,588.38,2353.52,4,5G,2 Year,Cash,7,No,,FALSE
C102325,Vikram Singh,Female,32,Hyderabad,25-06-2025,Postpaid,695.6,20868,30,DSL,Monthly,UPI,7,Yes,,FALSE
C102326,Ananya Sen,Male,70,Kolkata,09-06-2025,Prepaid,1534.72,42972.16,28,None,2 Year,Cash,5,Yes,,FALSE
C102327,Neha Gupta,Female,64,Mumbai,23-02-2025,Postpaid,1518.98,75949,50,DSL,2 Year,Bank Transfer,12,No,,FALSE
C102328,Riya Roy,Male,62,Hyderabad,14-10-2025,Postpaid,763.18,15263.6,20,None,1 Year,Card,9,Yes,,FALSE
C102329,Sourav Dey,Female,73,Hyderabad,17-02-2025,Postpaid,1419.05,87981.1,62,Fiber,Monthly,Bank Transfer,9,Yes,,FALSE
C102330,Riya Paul,Female,68,Bangalore,18-01-2025,Postpaid,1819.73,29115.68,16,Fiber,1 Year,Bank Transfer,8,Yes,,FALSE
C102331,Riya Paul,Male,48,Kolkata,04-03-2025,Postpaid,1701.09,51032.7,30,DSL,1 Year,UPI,6,Yes,,FALSE
C102332,Sourav Singh,Female,74,Mumbai,31-10-2025,Postpaid,1574.2,75561.6,48,Fiber,Monthly,Bank Transfer,10,No,,FALSE
C102333,Sneha Paul,Male,41,Delhi,05-12-2025,Prepaid,307.33,19361.79,63,None,2 Year,UPI,11,No,,FALSE
C102334,Amit Paul,Male,43,Delhi,13-01-2025,Prepaid,914.6,18292,20,None,Monthly,UPI,0,Yes,,FALSE
C102335,Rahul Das,Female,68,Bangalore,07-02-2025,Postpaid,1433.28,21499.2,15,Fiber,2 Year,Cash,3,No,,FALSE
C102336,Neha Dey,Male,68,Mumbai,14-02-2025,Prepaid,1944.5,64168.5,33,Fiber,Monthly,Card,10,Yes,,FALSE
C102337,Sourav Paul,Male,51,Hyderabad,18-12-2025,Postpaid,1431.22,55817.58,39,None,Monthly,,10,Yes,,FALSE
C102338,Rohit Dey,Male,22,Bangalore,13-12-2025,Postpaid,747.28,5978.24,8,DSL,2 Year,Cash,5,No,,FALSE
C102339,Amit Roy,Male,64,Chennai,08-10-2025,Prepaid,418.35,22590.9,54,DSL,Monthly,Cash,3,Yes,,FALSE
C102340,Priya Gupta,Female,51,Kolkata,23-11-2025,Prepaid,1696.31,86511.81,51,Fiber,Monthly,Card,6,No,,FALSE
C102341,Sourav Paul,Male,66,Bangalore,17-09-2025,Prepaid,1472.47,22087.05,15,5G,2 Year,UPI,6,No,,FALSE
C102342,Sneha Roy,Male,45,Chennai,08-12-2025,Prepaid,324.42,11679.12,36,DSL,2 Year,Card,5,Yes,,FALSE
C102343,Sourav Gupta,Male,68,Mumbai,14-07-2025,Prepaid,552.61,38130.09,69,None,2 Year,Bank Transfer,9,No,,FALSE
C102344,Ananya Roy,Female,72,Delhi,13-05-2025,Postpaid,1890.68,41594.96,22,5G,Monthly,Cash,12,No,,FALSE
C102345,Priya Das,Female,50,Mumbai,24-04-2025,Prepaid,1781.58,26723.7,15,None,1 Year,UPI,9,Yes,,FALSE
C102346,Priya Ghosh,Female,38,Hyderabad,28-06-2025,Prepaid,1148.46,82689.12,72,None,2 Year,Card,12,No,,FALSE
C102347,Rahul Roy,Female,51,Chennai,20-02-2025,Prepaid,,116462.04,62,Fiber,2 Year,,6,Yes,,FALSE
C102348,Amit Kapoor,Female,47,Hyderabad,12-01-2025,Prepaid,496.59,10924.98,22,DSL,Monthly,Bank Transfer,8,No,,FALSE
C102349,Amit Paul,Female,22,Delhi,03-12-2025,Postpaid,1652.72,114037.68,69,None,Monthly,Cash,12,Yes,,FALSE
C102350,Neha Ghosh,Female,56,Kolkata,16-10-2025,Prepaid,1959.47,90135.62,46,5G,2 Year,Cash,4,Yes,,FALSE
C102351,Sneha Kapoor,Female,22,Kolkata,22-04-2025,Postpaid,1114.12,10027.08,9,DSL,1 Year,Cash,10,No,,FALSE
C102352,Amit Ghosh,Female,73,,24-03-2025,Prepaid,475.92,26651.52,56,DSL,Monthly,UPI,8,Yes,,FALSE
C102353,Rahul Dey,Male,41,Chennai,27-03-2025,Postpaid,1924.61,98155.11,51,DSL,2 Year,Cash,3,Yes,,FALSE
C102354,Riya Dey,Male,69,Kolkata,29-03-2025,Postpaid,365.84,5487.6,15,DSL,2 Year,Cash,5,No,,FALSE
C102355,Rahul Gupta,Male,52,Kolkata,02-02-2025,Postpaid,552.89,24880.05,45,Fiber,2 Year,Bank Transfer,2,No,,FALSE
C102356,Amit Gupta,Female,34,Mumbai,19-11-2025,Postpaid,1041.65,9374.85,9,5G,Monthly,Card,9,No,,FALSE
C102357,Rahul Sharma,Female,40,Kolkata,17-01-2025,Prepaid,,19536.62,43,5G,2 Year,Bank Transfer,11,Yes,,FALSE
C102358,Sneha Sharma,Male,26,Mumbai,03-08-2025,Prepaid,1790.09,98454.95,55,None,Monthly,Card,3,No,,FALSE
C102359,Vikram Sen,Male,20,Hyderabad,08-04-2025,Postpaid,1566.9,31338,20,DSL,2 Year,Bank Transfer,3,No,,FALSE
C102360,Sourav Paul,Male,39,Chennai,16-01-2025,Prepaid,1275.34,34434.18,27,None,2 Year,Cash,3,Yes,,FALSE
C102361,Vikram Gupta,Female,45,Kolkata,08-05-2025,Prepaid,1339.77,73687.35,55,Fiber,1 Year,Bank Transfer,4,No,,FALSE
C102362,Sourav Kapoor,Female,22,Chennai,26-08-2025,Prepaid,961.21,2883.63,3,Fiber,2 Year,Bank Transfer,4,No,,FALSE
C102363,Priya Gupta,Female,53,Delhi,15-03-2025,Postpaid,468.75,1875,4,DSL,2 Year,UPI,9,Yes,,FALSE
C102364,Rahul Ghosh,Male,36,Hyderabad,09-11-2025,Postpaid,501.33,6517.29,13,None,Monthly,Card,1,No,,FALSE
C102365,Ananya Roy,Male,71,Hyderabad,25-03-2025,Prepaid,1503.19,31566.99,21,Fiber,1 Year,Card,7,No,,FALSE
C102366,Rohit Sharma,Female,58,Bangalore,27-07-2025,Prepaid,698.52,27242.28,39,5G,2 Year,Card,9,No,,FALSE
C102367,Ananya Roy,Female,20,Delhi,17-09-2025,Postpaid,446.8,6255.2,14,DSL,1 Year,Cash,11,Yes,,FALSE
C102368,Riya Singh,Male,43,Mumbai,11-01-2025,Postpaid,674.78,4048.68,6,5G,2 Year,UPI,11,No,,FALSE
C102369,Rohit Roy,Male,25,Chennai,23-04-2025,Postpaid,1033,72310,70,5G,2 Year,Bank Transfer,10,No,,FALSE
C102370,Ananya Paul,Female,56,Bangalore,14-06-2025,Postpaid,375.83,9019.92,24,None,2 Year,UPI,1,Yes,,FALSE
C102371,Vikram Sen,Male,68,Hyderabad,06-06-2025,Postpaid,,114900.9,58,None,1 Year,Card,7,No,,FALSE
C102372,Sourav Sharma,Female,38,Chennai,20-10-2025,Postpaid,448.2,6274.8,14,Fiber,Monthly,Bank Transfer,10,Yes,,FALSE
C102373,Sneha Kapoor,Female,29,Kolkata,04-01-2025,Prepaid,1619.2,24288,15,5G,1 Year,Cash,10,Yes,,FALSE
C102374,Vikram Paul,Male,26,Kolkata,18-12-2025,Postpaid,1379.55,89670.75,65,5G,1 Year,UPI,11,Yes,,FALSE
C102375,Neha Paul,Female,65,Chennai,01-11-2025,Prepaid,1540.89,49308.48,32,None,Monthly,Bank Transfer,11,No,,FALSE
C102376,Riya Dey,Female,21,Mumbai,20-09-2025,Postpaid,658.11,19085.19,29,None,2 Year,UPI,8,No,,FALSE
C102377,Riya Kapoor,Male,67,Kolkata,31-12-2025,Prepaid,1946.56,60343.36,31,Fiber,1 Year,Card,7,No,,FALSE
C102378,Ananya Gupta,Female,57,,22-05-2025,Prepaid,1628.12,63496.68,39,Fiber,1 Year,Cash,9,Yes,,FALSE
C102379,Ananya Singh,Male,65,Delhi,20-08-2025,Postpaid,529.24,29108.2,55,Fiber,2 Year,Cash,0,No,,FALSE
C102380,Vikram Sen,Female,33,Hyderabad,23-11-2025,Prepaid,1284.56,56520.64,44,None,2 Year,Cash,5,No,,FALSE
C102381,Riya Ghosh,Female,46,Hyderabad,10-10-2025,Prepaid,1584.76,103009.4,65,None,1 Year,Bank Transfer,3,No,,FALSE
C102382,Sneha Sharma,Female,61,Hyderabad,10-12-2025,Prepaid,1129.97,5649.85,5,None,1 Year,Cash,1,Yes,,FALSE
C102383,Rahul Gupta,Male,38,Bangalore,26-10-2025,Prepaid,1390.26,5561.04,4,DSL,Monthly,Card,11,No,,FALSE
C102384,Sneha Kapoor,Female,36,Mumbai,11-10-2025,Postpaid,700.7,1401.4,2,Fiber,2 Year,Card,3,Yes,,FALSE
C102385,Sourav Ghosh,Male,66,Mumbai,23-08-2025,Prepaid,1879.48,33830.64,18,5G,2 Year,Bank Transfer,12,Yes,,FALSE
C102386,Neha Sharma,Male,36,Mumbai,07-03-2025,Prepaid,563.99,32711.42,58,5G,1 Year,Cash,1,No,,FALSE
C102387,Neha Sen,Female,45,Delhi,08-07-2025,Postpaid,1805.59,77640.37,43,None,Monthly,Card,0,Yes,,FALSE
C102388,Priya Sen,Female,44,Delhi,16-05-2025,Postpaid,1098.45,16476.75,15,5G,1 Year,Cash,1,Yes,,FALSE
C102389,Neha Das,Male,24,Bangalore,13-12-2025,Prepaid,,89269.72,71,None,1 Year,UPI,7,No,,FALSE
C102390,Amit Dey,Male,24,Hyderabad,30-12-2025,Prepaid,586.06,11721.2,20,5G,1 Year,Bank Transfer,4,No,,FALSE
C102391,Rahul Singh,Female,53,Delhi,15-06-2025,Postpaid,721.17,33173.82,46,5G,Monthly,Card,6,Yes,,FALSE
C102392,Riya Gupta,Female,63,Chennai,07-11-2025,Postpaid,1027.8,44195.4,43,DSL,Monthly,Card,7,No,,FALSE
C102393,Neha Sharma,Female,72,Hyderabad,30-07-2025,Prepaid,1279.15,31978.75,25,Fiber,2 Year,Card,11,Yes,,FALSE
C102394,Amit Kapoor,Male,43,Mumbai,18-12-2025,Prepaid,1524.48,74699.52,49,DSL,Monthly,Cash,5,No,,FALSE
C102395,Riya Paul,Male,61,Bangalore,26-11-2025,Postpaid,979.7,2939.1,3,Fiber,2 Year,UPI,5,Yes,,FALSE
C102396,Neha Sen,Female,29,Delhi,10-11-2025,Prepaid,393.89,1969.45,5,None,1 Year,Cash,2,Yes,,FALSE
C102397,Vikram Sen,Male,42,Hyderabad,29-04-2025,Prepaid,1536.8,36883.2,24,DSL,2 Year,Cash,12,Yes,,FALSE
C102398,Sneha Sharma,Female,25,Kolkata,23-03-2025,Prepaid,1744.17,1744.17,1,None,Monthly,UPI,8,Yes,,FALSE
C102399,Riya Gupta,Female,74,Mumbai,21-08-2025,Prepaid,1167.54,22183.26,19,5G,1 Year,Bank Transfer,7,No,,FALSE
C102400,Amit Sharma,Female,68,Mumbai,19-03-2025,Prepaid,1813.13,39888.86,22,Fiber,Monthly,Card,6,Yes,,FALSE
C102401,Sourav Ghosh,Female,75,Mumbai,19-05-2025,Postpaid,738.77,28073.26,38,None,Monthly,Cash,11,Yes,,FALSE
C102402,Rohit Gupta,Male,59,Hyderabad,18-11-2025,Postpaid,1805.4,99297,55,5G,Monthly,Bank Transfer,7,Yes,,FALSE
C102403,Rohit Gupta,Female,46,Chennai,02-10-2025,Postpaid,1090.82,77448.22,71,Fiber,1 Year,UPI,12,No,,FALSE
C102404,Riya Sharma,Female,44,Kolkata,14-03-2025,Postpaid,1112.54,45614.14,41,DSL,2 Year,Bank Transfer,2,No,,FALSE
